ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
,simple,,2 cái/b? ?áy Ph?ng Humbucker G?n Khung Hình cho ?àn Guitar ?i?n-qu?c t?,1,,visible,,<p><strong>2pcs/set Plastic Flat Bottom Humbucker Pickup Mounting Frames for Electric Guitar&nbsp;</strong><br/>\r <strong>2pcs/set Plastic Flat Bottom Electric Guitar Humbucker Pickup Mounting Frames&nbsp;</strong><br/>\r <br/>\r ,,,taxable,,1,,,,,,,,,,70.000 ?,138.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/2-cai/bo-D.jpg,,,,,,,,,
,simple,,Máy Lên Dây ?àn Guitar Yamaha YM-06,1,,visible,,,,,taxable,,1,,,,,,,,,,79.000 ?,140.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/May-Len-Da.jpg,,,,,,,,,
,simple,,B? Dây ?àn Guitar Classic D&#x27;Addario EJ27H,1,,visible,,,,,taxable,,1,,,,,,,,,,143.000 ?,169.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-Day-Dan.jpg,,,,,,,,,
,simple,,DÂY ?ÀN GUITAR V?NG C? (GUITAR PHÍM LÕM),1,,visible,,,,,taxable,,1,,,,,,,,,,44.000 ?,95.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/DAY-DAN-GU.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Acoustic - D&#x27;Addario EJ13,1,,visible,,,,,taxable,,1,,,,,,,,,,148.000 ?,260.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-Dan-Gu.jpg,,,,,,,,,
,simple,,X??ng r?ng Nón ??u Lâu Ch?i ?àn Guitar Mexico H?nh Phúc Ngày Ch?t Hình Minh H?a Dây Khóa Kim Lo?i Vòng Xe Móc Khóa Thi?n Tr??ng móc khóa M?i L? M?t Hàng T?t Nh?t Charm Quà T?ng-intl,1,,visible,,,,,taxable,,1,,,,,,,,,,416.000 ?,463.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Xuong-rong.jpg,,,,,,,,,
,simple,,B? 6 Khóa ?àn Lên Dây Ch?nh Cao ?? ?àn Guitar (?en)-Qu?c T?,1,,visible,,,,,taxable,,1,,,,,,,,,,243.000 ?,473.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-6-Khoa-.jpg,,,,,,,,,
,simple,,B? H?p 6 Dây ?àn Guitar Classic D&#x27;Addario EJ49 Cao C?p + Pick Alice,1,,visible,,,,,taxable,,1,,,,,,,,,,249.000 ?,320.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-Hop-6-D.jpg,,,,,,,,,
,simple,,Dây ?eo Guitar P&amp;P (Th? C?m),1,,visible,,,,,taxable,,1,,,,,,,,,,109.000 ?,200.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-Deo-Gu.jpg,,,,,,,,,
,simple,,Dây ?eo ukulele KBD 27A1 (Màu ?en),1,,visible,,,,,taxable,,1,,,,,,,,,,29.000 ?,43.500 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-deo-uk.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Acoustic - D&#x27;Addario EJ10,1,,visible,,,,,taxable,,1,,,,,,,,,,130.000 ?,250.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-Dan-Gu.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Classic D&#x27;Addario EJ27N,1,,visible,,,,,taxable,,1,,,,,,,,,,144.000 ?,250.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-Dan-Gu.jpg,,,,,,,,,
,simple,,B? 6 dây ?àn classic Alice A106 và Capo Guitar PBA105SL,1,,visible,," - Ch?t li?u cao c?p    - ?? b?n cao    - Hình th?c ??p    - Capo v?i thi?t k? h??ng ??n tính kh? d?ng cao (d? s? d?ng), “h? th?ng k?p” ???c ??m cao su nguyên ch?t “mút” dây r?t ch?t, trong khi h? th?ng lò xo vô cùng m?nh m? giúp cho capo ???c k?p v?ng ch?c trên c?n ?àn  ",,,taxable,,1,,,,,,,,,,119.000 ?,200.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-6-day-d.jpg,,,,,,,,,
,simple,,B? h?p 6 dây ?àn ghi-ta Acoustic Alice A406  ,1,,visible,," <img alt=\""day-dan-guitar-acoustic-alice-a406-1487848885-0855164-87947b80aec377933d0402a03b072f5d.jpg\"" src=\""https://vn-live.slatic.net/original/c056d2961780ab7b0763fb40ee984128.jpg\"" style=\""height: 850.0px;width: 850.0px;\""/> \r ",,,taxable,,1,,,,,,,,,,22.000 ?,50.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-hop-6-d.jpg,,,,,,,,,
,simple,,Dây ?àn guitar acoustic Alice Strings-A406,1,,visible,," Alice; m?t th??ng hi?u n?i ti?ng, các s?n ph?m guitar nói chung và dây guitar nói riêng ??u ???c s?n xu?t theo quy trình công ngh? tiên ti?n, cho ra m?t s?n ph?m ch?t l??ng t?t nh?t. Ph?i nói các s?n ph?m c?a Gibson ??u tr?i qua quá trình ki?m tra g?t gao tr??c khi tung ra th? tr??ng vì th? các b?n yên tâm khi s? d?ng dây ?àn c?a th??ng hi?u này. \r \r  Ch?t li?u dây ???c làm t? thép, có ?? c?ng giãn t?t, mang l?i cho b?n giai ?i?u m?nh m?, ?m áp và ?n ??nh. \r \r  Thông s? k? thu?t ???c in rõ trên bao bì ",,,taxable,,1,,,,,,,,,,22.000 ?,50.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-dan-gu.jpg,,,,,,,,,
,simple,,B? Dây ?àn Guitar Classic Mings Nylon 2843 (Hãng phân ph?i b?i Ti?n M?nh Music),1,,visible,, ,,,taxable,,1,,,,,,,,,,53.000 ?,79.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-Day-Dan.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Acoustic D&#x27;Addario EZ910,1,,visible,, ,,,taxable,,1,,,,,,,,,,82.000 ?,160.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-Dan-Gu.jpg,,,,,,,,,
,simple,,"B? Dây ?àn Guitar Acoustic C? 11 D&#x27;Addario EJ13 - Hãng phân ph?i chính th?c (Strings 80/20 Bronze - Cam k?t 100% chính hãng USA, sai hoàn ti?n g?p 10 l?n)",1,,visible,,"<ul> \t<li>Dây Phosphor-Bronze c?a hãng D&#39;Addario l?n ??u tiên ???c gi?i thi?u vào n?m 1974 t?i M?, t? ?ó ??n nay nó luôn ???c bi?t ??n v?i nh?ng ?u ?i?m nh? âm thanh ?m, t??i sáng và ??ng ??u, bên c?nh ?ó là kh? n?ng ch?ng ?n mòn cao cùng ?? b?n t?t. Dây D&#39;Addario Phosphor Bronze luôn ???c b?c ??ng ph?t pho quanh lõi hình l?c giác - ???c làm b?ng thép pha carbon. Bao bì thân thi?n v?i môi tr??ng, kh? n?ng ch?ng ?n mòn cao.</li> \t<li>Xu?t x?: M? - 100% Hàng chính hãng, Là nhà phân ph?i c?a D&#39;Addario t?i Vi?t Nam, chúng tôi cam k?t hàng chính hãng, n?u sai hoàn ti?n g?p 10 l?n. S?n ph?m có niêm phong c?a hãng, không th? xé m?, bên trong có bao bì nylon in mã QR, quý khách dùng ph?n m?m Zalo quét mã này ?? ki?m tra hàng chính hãng.</li> \t<li>Dây ?àn Acoustic guitar</li> \t<li>Ch?t li?u cao c?p</li> \t<li>Ti?ng hay</li> </ul> ",,,taxable,,1,,,,,,,,,,125.000 ?,160.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-Day-Dan.jpg,,,,,,,,,
,simple,,Máy Lên Dây ?àn Guitar Tuner ET-33,1,,visible,," Tuner ET-33 có th? s? d?ng cho các nh?c c? Guitar Bass (B), Guitar (G), Ukulele (U), Violin (V).   <ul> \t<li>Có th? xoay 360 ??.</li> \t<li>Màn hình d? nhìn, hi?n th? rõ ràng</li> \t<li>Pin: CR2032</li> \t<li>Dùng cho Chromatic (C)- Bass (B)- Guitar (G)- Ukulele (U) và Violin (V).</li> \t<li>Màu ?en</li> </ul> ",,,taxable,,1,,,,,,,,,,69.000 ?,90.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/May-Len-Da.jpg,,,,,,,,,
,simple,,Combo 3 b? day Daddario cho guitar acoustic,1,,visible,,"<br/>hotline: 01649831992<br/>M?i th?c m?c xin liên h? theo s? hotline ho?c nh?n tin cho shop<br/>G4U mong mu?n mang l?i nh?ng s?n ph?m t?t nh?t, giá c? h?p lý nh?t cho các b?n ch?i guitar"",""model"":{""@type"":""ProductModel"",""name"":""DA344""},""sku"":""211276889_VNAMZ-264470858"",""category"":""Truy?n thông, Âm nh?c & Sách > Nh?c c? > Ph? ki?n âm nh?c > Ph? ki?n Ghi-ta & Bass",,,taxable,,1,,,,,,,,,,250.000 ?,450.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Combo-3-bo.jpg,,,,,,,,,
,simple,,B? 2 h?p dây ?àn Guitar Acoustic Alice-A406 (2 h?p 12 dây),1,,visible,," Thông tin chi ti?t:    ch?t li?u cao c?p    s?n ph?m chính hãng    <img alt=\""\"" src=\""https://vn-live.slatic.net/v2/resize/products/S-100028854-5e034dac987144102f17f4c479e34b81.jpg\"" style=\""height:500px; width:500px\"" /><img alt=\""\"" src=\""https://vn-live.slatic.net/v2/resize/products/S-100028854-0c793a73f05475abc99b49512ab3fb9c.jpg\"" style=\""height:415px; width:500px\"" /><img alt=\""\"" src=\""https://vn-live.slatic.net/v2/resize/products/S-100028854-fc0860d2a2991a95dd4430291ad5212b.jpg\"" style=\""height:500px; width:500px\"" />  ",,,taxable,,1,,,,,,,,,,59.876 ?,99.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-2-hop-d.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Classic Alice 106 (b? 6 dây + phím),1,,visible,," <strong>Dây ?àn Guitar classic Alice A106</strong><br /> - Dây Alice A106 có ch?t l??ng âm thanh t?t, ?? b?n cao, ít g? sét<br /> - S?n ph?m g?m 1 b? dây classic Alice A106 (6 dây)   ",,,taxable,,1,,,,,,,,,,39.000 ?,60.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-dan-Gu.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Classic Alice A106,1,,visible,, ,,,taxable,,1,,,,,,,,,,27.999 ?,40.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-dan-Gu.jpg,,,,,,,,,
,simple,,Ch?t G?n Dây ?eo ?àn Guitar (tr?ng),1,,visible,, ,,,taxable,,1,,,,,,,,,,27.000 ?,50.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Chot-Gan-D.jpg,,,,,,,,,
,simple,,Dây ?àn guitar classic Alice A107BK H,1,,visible,, ,,,taxable,,1,,,,,,,,,,59.000 ?,120.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-dan-gu.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Acoustic Màu,1,,visible,," "",""model"":{""@type"":""ProductModel"",""name"":""Dây ?àn Guitar Acoustic Màu""},""sku"":""NO007MEAA6ZXY6VNAMZ-12842638"",""category"":""Truy?n thông, Âm nh?c & Sách > Nh?c c? > Ph? ki?n âm nh?c > Ph? ki?n Ghi-ta & Bass",,,taxable,,1,,,,,,,,,,45.000 ?,85.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-dan-Gu.jpg,,,,,,,,,
,simple,,"Máy lên ?ây ?àn ?a n?ng Chromatic Tuner GT-10 (Guitar, Ukulele, Violin, Bass, Mandolin, Nguy?t, Nh?, Chromatic Tuning...)  ",1,,visible,, ,,,taxable,,1,,,,,,,,,,69.000 ?,80.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/May-len-da.jpg,,,,,,,,,
,simple,,Máy lên dây ?àn guitar Tuner Eno ET-33 (?en),1,,visible,," - ET-33 tính n?ng, xoay 360 ??, siêu sáng, nhi?u màu màn hình LCD có th? d? dàng nhìn th?y ???c trong khi g?n vào ??u c?n ?àn Guitar c?a thi?t trong b?t k? ?i?u ki?n ánh sáng.<br /> - Thay ??i màn hình màu xanh lá cây khi ?i?u ch?nh chính xác ?ã ??t ???c, cho phép ?i?u ch?nh nhanh chóng và chính xác trong nháy m?t.<br /> - Tuner ?ã thi?t l?p riêng cho Chromatic, Guitar, Bass, Violin, Ukulele và có th? ???c thi?t l?p cho kho?ng 440Hz ho?t ??ng.<br /> - ET-33 có th? ???c g?n d? dàng vào b?t k? nh?c c? dây và c?ng có th? nghiêng và xoay ?? d? dàng<br /> 1. Màu xanh / tr?ng / xanh lá cây n?n sáng, thi?t k? c? ?i?n, b? ch?nh chính xác.<br /> 2. ?i?u ch?nh ch? ??: Guitar, Bass, Violin<br /> 3. Pick up: MIC ho?c CLIP<br /> 4. ?i?u ch?nh ch? ??: t? ??ng<br /> 5. ?i?u ch?nh ph?m vi: 27.5Hz-1760Hz<br /> 6. A4 t?n s?: 440Hz<br /> 7. ?i?u ch?nh l?i: ± 0,5 ph?n tr?m<br /> 8. Size: ? 58mm × 40mm × 32mm<br /> 9. Màu s?c: ?en<br /> 10. Nút Power: pin (CR2032) ",,,taxable,,1,,,,,,,,,,79.000 ?,139.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/May-len-da.jpg,,,,,,,,,
,simple,,Ch?t dây ?àn guitar acoustic - ch?t nh?a màu ?en,1,,visible,, ,,,taxable,,1,,,,,,,,,,9.000 ?,30.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Chot-day-d.jpg,,,,,,,,,
,simple,,12Pcs Inflatable Guitar Shape Musical Toys Decorative Accessories for Swimming Pool Party Wedding Anniversary Stage Mall Baby Shower Home Decorations Shooting Props Children&#x27;s Day Gift Mixed Color - intl,1,,visible,,"Fit for all ages kids; adults and the old would like them.<br>Also great for swimming pool; beaches themed parties; Halloween; festival; etc. Perfect toy and gift for your children to have fun.<br>Made of PVC; premium material without toxicity and odor. Characteristic and exquisite design.<br>You can also inflate these guitars and use them to decorate your home like a music memorabilia restaurant.<br>Easy to inflate and deflate; just pitch the charging nozzle and crush the guitar you could deflate it.<br>Specifications:<br>Material: PVC.<br>Size(Approx):<br>55 x 17 x 0.02cm/ 21.65 x 6.69 x 0.01inches(L x W x H).<br>Color: Mixed color.<br>Package:<br>12 x Inflatable Guitar Shape Toys.<br>Note: Do not touch sharp objects.<p align=center><img width=600 src='https://vn-live.slatic.net/v2/resize/products/S-100040972-34caebe9432952c98944d954be8aa676.jpg'>"",""model"":{""@type"":""ProductModel"",""name"":""OEM-R428860052""},""sku"":""OE680TBAABWAYBVNAMZ-24090647"",""category"":""?? ch?i & Trò ch?i > Th? thao &Trò ch?i ngoài tr?i > ?? ch?i h? b?i > ?? ch?i d??i n??c",,,taxable,,1,,,,,,,,,,266.000 ?,409.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/12Pcs-Infl.jpg,,,,,,,,,
,simple,,Dây ?eo guitar màu ?en  ,1,,visible,, ,,,taxable,,1,,,,,,,,,,39.000 ?,60.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-deo-gu.jpg,,,,,,,,,
,simple,,B? Dây ?àn Guitar Acoustic D&#x27;Addario EZ900 (Cam k?t 100% hàng hãng USA),1,,visible,," Dây ?àn Acoustic Guitar - D&#39;Addario EZ900 là s?n ph?m dây Bronze c?a hãng D&#39;Addario, kích c? 10-52, lo?i Extra Light.    <img alt=\""\"" src=\""https://vn-live.slatic.net/v2/resize/products/S-2113-4ad8241b757d44b2e304a7b7c711911f.jpg\"" style=\""height:510px; width:495px\"" />    D&#39;Addario EZ900 ???c cu?n ??ng t? l? 85/15 cung c?p cho cây ?àn c?a b?n âm thanh t??i sáng. Dây ??ng 85/15 k?t h?p v?i ?? sáng c?a dây h?p kim 80/20, cùng v?i ?? b?n tuy?t v?i c?a các dây ??ng phosphor  ",,,taxable,,1,,,,,,,,,,107.000 ?,149.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-Day-Dan.jpg,,,,,,,,,
,simple,,Dây ?àn Guitar Acoustic Alice AW436,1,,visible,,"0.0"",""model"":{""@type"":""ProductModel"",""name"":""Dây ?àn Guitar Acoustic Alice AW436""},""sku"":""AL901MEAAJ22WDVNAMZ-40122847"",""category"":""Truy?n thông, Âm nh?c & Sách > Nh?c c? > Ph? ki?n âm nh?c > Ph? ki?n Ghi-ta & Bass",,,taxable,,1,,,,,,,,,,76.000 ?,158.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-Dan-Gu.jpg,,,,,,,,,
,simple,,Dây 6 li c?m ?àn Guitar,1,,visible,,"<h2><strong>Line in 6 ly c?m t? Guitar/Cajon/Ukulele ??n âmply. M?t d?ng c? ph?i có khi b?n mu?n truy?n âm thanh c?a nh?c c? ra loa.</strong></h2>   V?i hai ??u 6 mm- chi?u dài 5m- dây c?m t? nh?c c? ra loa r?t thích h?p s? d?ng cho nh?ng bu?i ca nh?c c?n có âm thanh l?n- ho?c khi âm thanh c?a nh?c c? không ?? nghe.  "",""model"":{""@type"":""ProductModel"",""name"":""dây jack ""},""sku"":""FE962MEAAQHY1OVNAMZ-54918424"",""category"":""Truy?n thông, Âm nh?c & Sách > Nh?c c? > Ph? ki?n âm nh?c > Ph? ki?n Ghi-ta & Bass",,,taxable,,1,,,,,,,,,,126.000 ?,190.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-6-li-c.jpg,,,,,,,,,
,simple,,X??ng r?ng Nón ??u Lâu Ch?i ?àn Guitar Mexico H?nh Phúc Ngày Ch?t Hình Minh H?a Hình Gi?t N??c Hình M?t Dây Chuy?n Vòng C? Trang S?c Dây Chuy?n món Quà trang trí-qu?c t?,1,,visible,," "",""model"":{""@type"":""ProductModel"",""name"":""sku00159488f12406""},""sku"":""NO128OTAAPUOQOVNAMZ-53787407"",""category"":""??ng h?, M?t kính, Trang s?c > Trang s?c > Unisex > Trang s?c th?i trang > Vòng c?",,,taxable,,1,,,,,,,,,,413.000 ?,656.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Xuong-rong.jpg,,,,,,,,,
,simple,,Aukey Store High Quality Products Dog Guitar Clothes Costume Fancy Dress Halloween Day Funny Outfit Cosplay Party XL - intl,1,,visible,,"<div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-d39674f8675d54673a7b31889c4a1062.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-1c7ed967b44128f45927428bc8dafc97.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-49f5241c66f9b201ed4394a7b7648209.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-fba8648beab072a9b0dfe908bc3736e4.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-c029522c6efd8dbd78804771b3fcbda8.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-8a622a4a5c023c0724924903d49c39f1.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-3c7e14a99a32821102b4f6187c144fde.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-186484cc1258184f3ad22c0d1afe61dc.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-748ca495a1fdc449d7ea15f27168533b.jpg' width=500 /></div><br/> <div style=' text-align: center'> <img src='https://vn-live.slatic.net/v2/resize/products/S-24873-d3f2724b82f5a16f6e4f679efbea6060.jpg' width=500 /></div><br/>Specification<BR>Material: Cotton+Wood<BR>Color: Colorful<BR>Item size----Chest---Weight<BR>M---35-45cm----10kilo<BR>L---45-52cm----15kilo<BR>XL---52-60cm---20kilo"",""model"":{""@type"":""ProductModel"",""name"":""151844_3-AUKEY""},""sku"":""AU684OTAAEM2NNVNAMZ-30296065"",""category"":""Ch?m sóc thú c?ng > Chó > Qu?n áo, giày &Ph? ki?n > Áo khoác",,,taxable,,1,,,,,,,,,,181.000 ?,362.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Aukey-Stor.jpg,,,,,,,,,
,simple,,Dây l? guitar ( Dây s? 1),1,,visible,,S?n ph?m ?ã ???c ki?m tra ch?t l??ng t?i Kênh Bán ?àn,,,taxable,,1,,,,,,,,,,10.000 ?,15.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-le-gui.jpg,,,,,,,,,
,simple,,12Pcs Inflatable Guitar Shape Musical Toys Decorative Accessories for Swimming Pool Party Wedding Anniversary Stage Mall Baby Shower Home Decorations Shooting Props Children&#x27;s Day Gift Mixed Color - intl,1,,visible,,"Fit for all ages kids; adults and the old would like them.<br>Also great for swimming pool; beaches themed parties; Halloween; festival; etc. Perfect toy and gift for your children to have fun.<br>Made of PVC; premium material without toxicity and odor. Characteristic and exquisite design.<br>You can also inflate these guitars and use them to decorate your home like a music memorabilia restaurant.<br>Easy to inflate and deflate; just pitch the charging nozzle and crush the guitar you could deflate it.<br>Specifications:<br>Material: PVC.<br>Size(Approx):<br>55 x 17 x 0.02cm/ 21.65 x 6.69 x 0.01inches(L x W x H).<br>Color: Mixed color.<br>Package:<br>12 x Inflatable Guitar Shape Toys.<br>Note: Do not touch sharp objects.<p align=center>"",""model"":{""@type"":""ProductModel"",""name"":""thinch-T428860052""},""sku"":""BR104TBAA4HRIAVNAMZ-8237809"",""category"":""?? ch?i & Trò ch?i > Th? thao &Trò ch?i ngoài tr?i > ?? ch?i h? b?i > ?? ch?i d??i n??c",,,taxable,,1,,,,,,,,,,199.000 ?,299.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/12Pcs-Infl.jpg,,,,,,,,,
,simple,,B? H?p 6 Dây ?àn Guitar Classic D&#x27;Addario EJ27N Cao C?p + Pick Alice,1,,visible,,"<ul> \t<li>Dây ?àn Guitar Classic D&#39;Addario EJ27N là dòng dây Nylon lo?i Normal Tension. Lo?i dây này có ?? c?ng v?a ph?i, phù h?p v?i ng??i b?t ??u ch?i c?ng nh? ch?i chuyên nghi?p.</li> \t<li>B? dây g?m 3 dây Treble b?ng Nylon và 3 dây Bass ???c qu?n b?ng ??ng m? b?c trên lõi Nylon cho giai ?i?u ?m áp và ??ng b?.</li> \t<li>Bô? dây ma?u tr??ng va? trong suô?t cho ne?t thâ?m my? cao.</li> \t<li>Ghe? th?m shop ?ê? tham kha?o thêm ca?c do?ng dây D&#39;Addario:</li> \t<li>Dây D&#39;Addario cho Guitar Acoustic: \t<ul> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EJ10 (c?? 10)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EJ13 (c?? 11)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EJ26 (c?? 11)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EXP26 (c?? 11)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EXP16 (c?? 12)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EZ910 (c?? 11)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EZ900 (c?? 10)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario EZ920 (c?? 12)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Acoustic D&#39;Addario Nickel Bronze NB1152</li> \t</ul> \t</li> \t<li>Dây D&#39;Addario cho Guitar Classic: \t<ul> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ45 (nilon trong suô?t - Normal Tension)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ46 (nilon trong suô?t - Hard Tension)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ47 (nilon trong suô?t - Normal Tension)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ48 (nilon trong suô?t - Hard Tension)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ49 (nilon ?en - Normal Tension)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ50 (nilon ?en - Hard Tension</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ27H (nilon trong suô?t - Hard Tension)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Classic D&#39;Addario EJ27N (nilon trong suô?t - Normal Tension)</li> \t</ul> \t</li> \t<li>Dây D&#39;Addario cho Guitar ?iê?n: \t<ul> \t\t<li>B? H?p 6 Dây ?àn Guitar Electric D&#39;Addario EXL120 (c?? 9/42)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Electric D&#39;Addario EXL110 (c?? 10/46)</li> \t\t<li>B? H?p 6 Dây ?àn Guitar Electric D&#39;Addario EXL140 (c?? 10/52)</li> \t</ul> \t</li> </ul> ",,,taxable,,1,,,,,,,,,,149.000 ?,250.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Bo-Hop-6-D.jpg,,,,,,,,,
,simple,,Dây ?àn guitar 7 màu 107,1,,visible,,,,,taxable,,1,,,,,,,,,,56.049 ?,80.000 ?,Tshirts,,,http://localhost/wordpress-4.9.2/wordpress/wp-content/uploads/2018/05/Day-dan-gu.jpg,,,,,,,,,
